word,best_rank,source_ids,status,chinese,category_hint,note
"beginning","1664","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"associates","1666","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"finally","1667","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"az","1668","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"updates","1669","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"desktop","1670","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"classes","1671","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"paris","1672","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ohio","1673","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"gets","1674","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sector","1675","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"capacity","1676","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"requires","1677","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"jersey","1678","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"un","1679","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fully","1681","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"electric","1683","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"saw","1684","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"instruments","1685","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"quotes","1686","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"officer","1687","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"businesses","1689","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"specified","1693","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mike","1695","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"trip","1696","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"pst","1697","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"worth","1698","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mi","1699","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"procedures","1700","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"poor","1701","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"relationship","1704","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"workers","1705","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"georgia","1707","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"peace","1708","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"traditional","1709","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"campus","1710","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"tom","1711","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"showing","1712","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"creative","1713","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"coast","1714","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"benefit","1715","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"progress","1716","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"funding","1717","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"devices","1718","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lord","1719","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"grant","1720","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sub","1721","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"agree","1722","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fiction","1723","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"watches","1726","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"careers","1727","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"beyond","1728","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"goes","1729","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"families","1730","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"led","1731","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"themselves","1733","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"transport","1735","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"interesting","1736","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"blogs","1737","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"wife","1738","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"evaluation","1739","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"accepted","1740","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"former","1741","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"implementation","1742","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"hits","1744","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"zone","1745","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"complex","1746","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"th","1747","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"galleries","1749","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"references","1750","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"die","1751","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"presented","1752","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"flow","1755","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"agencies","1756","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"respective","1758","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"parent","1759","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"spanish","1760","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"michigan","1761","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"columbia","1762","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"setting","1763","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"dr","1764","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"scale","1765","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"economy","1767","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"highest","1768","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"helpful","1769","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"monthly","1770","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"critical","1771","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"musical","1773","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"definition","1774","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"secretary","1775","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"angeles","1776","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"networking","1777","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"australian","1779","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"employee","1780","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"chief","1781","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"gives","1782","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"kb","1783","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bottom","1784","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"magazines","1785","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"packages","1786","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"detail","1787","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"francisco","1788","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"laws","1789","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"changed","1790","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"heard","1792","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"begin","1793","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"individuals","1794","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"colorado","1795","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"royal","1796","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"switch","1798","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"russian","1799","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"largest","1800","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"african","1801","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"guy","1802","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"titles","1803","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"relevant","1804","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"guidelines","1805","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"justice","1806","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"connect","1807","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bible","1808","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"dev","1809","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"basket","1811","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"applied","1812","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"weekly","1813","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"vol","1814","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"installation","1815","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"described","1816","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"demand","1817","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"pp","1818","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"suite","1819","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"vegas","1820","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"na","1821","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"chris","1823","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"attention","1824","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"advance","1825","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"skip","1826","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"diet","1827","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"army","1828","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"auction","1829","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"gear","1830","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lee","1831","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"os","1832","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"difference","1833","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"allowed","1834","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"correct","1835","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"charles","1836","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"nation","1837","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"selling","1838","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lots","1839","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"piece","1840","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sheet","1841","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"firm","1842","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"older","1844","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"illinois","1845","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"regulations","1846","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"elements","1847","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"species","1848","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"cells","1850","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"module","1851","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"resort","1852","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"facility","1853","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"random","1854","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"pricing","1855","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"dvds","1856","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"certificate","1857","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"minister","1858","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"looks","1860","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fashion","1861","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"directions","1862","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"visitors","1863","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"documentation","1864","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"monitor","1865","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"trading","1866","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"calls","1868","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"whose","1869","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"coverage","1870","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"couple","1871","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"giving","1872","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"chance","1873","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ending","1876","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"clients","1877","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"actions","1878","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"discuss","1880","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"accept","1881","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"automotive","1882","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"naked","1883","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"goal","1884","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"successful","1885","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sold","1886","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"communities","1888","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"clinical","1889","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"situation","1890","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sciences","1891","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"markets","1892","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lowest","1893","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"highly","1894","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"publishing","1895","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"appear","1896","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"developing","1898","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"lives","1899","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"currency","1900","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"determine","1902","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"announcements","1905","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"patient","1906","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"actual","1907","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"historical","1908","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bob","1910","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"commerce","1911","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ringtones","1912","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"perhaps","1913","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"persons","1914","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"difficult","1915","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"scientific","1916","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"satellite","1917","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fit","1918","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"tests","1919","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"accounts","1921","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"amateur","1922","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ex","1923","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"met","1924","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"pain","1925","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"xbox","1926","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"particularly","1927","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"factors","1928","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"www","1930","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"settings","1931","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"buyer","1932","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"cultural","1933","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"steve","1934","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"easily","1935","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"oral","1936","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ford","1937","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"poster","1938","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"edge","1939","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"functional","1940","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"au","1942","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fi","1943","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"holidays","1945","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"zealand","1948","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"balance","1949","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"monitoring","1950","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"graduate","1951","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"replies","1952","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"shot","1953","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"nc","1954","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"architecture","1955","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"initial","1956","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"label","1957","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"thinking","1958","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"scott","1959","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"llc","1960","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sec","1961","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"recommend","1962","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"canon","1963","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"league","1964","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"waste","1965","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"provider","1968","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"optional","1969","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"accounting","1972","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"manufacturing","1973","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sections","1974","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"effort","1977","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"phase","1978","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fields","1979","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bag","1980","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fantasy","1981","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"po","1982","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"letters","1983","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"motor","1984","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"va","1985","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"professor","1986","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"context","1987","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"install","1988","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"apparel","1990","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"generally","1991","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"continued","1992","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mass","1994","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"crime","1995","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"breast","1997","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"techniques","1998","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"ibm","1999","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"rd","2000","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"johnson","2001","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"sc","2002","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"quickly","2003","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"dollars","2004","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"websites","2005","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"religion","2006","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"claim","2007","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"driving","2008","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"permission","2009","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"surgery","2010","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"patch","2011","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"heat","2012","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"wild","2013","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"measures","2014","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"generation","2015","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"kansas","2016","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"miss","2017","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"chemical","2018","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"task","2020","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"reduce","2021","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"brought","2022","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"himself","2023","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"nor","2024","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"component","2025","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"enable","2026","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"bug","2028","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"santa","2029","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"mid","2030","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"guarantee","2031","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"leader","2032","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"israel","2034","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"se","2035","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"processes","2036","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"servers","2038","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"alone","2039","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"meetings","2040","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"seconds","2041","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"jones","2042","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"arizona","2043","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"keyword","2044","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"interests","2045","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"flight","2046","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"congress","2047","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fuel","2048","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"username","2049","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"produced","2051","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"italian","2052","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"paperback","2053","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"classifieds","2054","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"supported","2056","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"pocket","2057","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"saint","2058","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"freedom","2060","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"argument","2061","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"creating","2063","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"jim","2064","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"drugs","2065","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"joint","2066","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"premium","2067","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"providers","2068","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"fresh","2069","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"characters","2070","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"attorney","2071","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"upgrade","2072","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"di","2073","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
"factor","2074","google_10000_en","pending_review","","common","Need Chinese translation + image verification before activation"
